Name,Canal,Division,Circle,Zone,Lat,Long,Structure Type
Dabbi Wala Pull,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.40068082,72.1960537,Other
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.42509052,72.18975313,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.44686774,72.1852163,Bridge
Minor Canal,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.47005744,72.18031802,Minor
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.47002235,72.1808657,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.49739829,72.17223863,Bridge
VR Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.50312857,72.16907881,Bridge
Tulamba Rd Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.54423777,72.15783802,Bridge
Canal Syphon Bridge,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.56100899,72.15500214,Bridge
Head Regulator,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.57114897,72.15830934,Regulator
Sidhnai Barrage,S.M.B.L (Sidhnai Mailsi Bahawal Link) Canal,Sidhnai Barrage,Haveli,Multan,30.57244057,72.15765141,Other
Dhudi Rd. Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.35203766,73.20182426,Bridge
Outlet Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.35115037,73.19301358,Outlet
New Rang Shah Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.34929776,73.18396409,Bridge
Delhi-Multan Rd. Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.34783205,73.17764627,Bridge
Outlet Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.34565015,73.15723817,Outlet
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.34492106,73.13947989,Bridge
Outlet Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.35196537,73.10699744,Outlet
Outlet Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.35199511,73.10676544,Outlet
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.35245608,73.10622294,Fall Structure
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36297327,73.06765482,Bridge
Outlet Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36286532,73.04452188,Outlet
Outlet Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36465141,73.03093948,Outlet
Dillu Wala Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36504216,73.02945528,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.36008615,72.98407305,Bridge
Minor Canal,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.35369098,72.97356794,Minor
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.35163977,72.96964384,Fall Structure
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.3395583,72.94929137,Bridge
Outlet,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.33354459,72.92851055,Outlet
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.33281215,72.92082238,Fall Structure
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.32978105,72.86979158,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.32929353,72.86229922,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.3272302,72.82735441,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.31907389,72.79593476,Bridge
Outlet,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.31245457,72.78135229,Outlet
Chichawatni Rd. Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.30702137,72.7684261,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.30538045,72.76465638,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.28716736,72.72295888,Bridge
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.26507716,72.68837247,Bridge
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.26305797,72.68572432,Fall Structure
Minor Canal,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.2389861,72.65401561,Minor
VR Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.2393234,72.65407285,Bridge
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.23772353,72.65191836,Fall Structure
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.22342722,72.63341855,Fall Structure
Minor Canal,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.22421697,72.63340248,Minor
Fall Structure,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.22249429,72.63167023,Fall Structure
Aquaduct,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.21829396,72.62607219,Other
Burewala - Mian Channu Rd. Bridge,Pakpattan Canal Upper,Sulemanki,Nelibar,Multan,30.19746093,72.59036558,Bridge
Head Regulator,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.14642646,72.13883757,Regulator
DR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.1467405,72.13756602,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.14982126,72.10872922,Bridge
DR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.14430992,72.09385527,Bridge
Inlet,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.13903463,72.08034045,Inlet
Fall and Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.1390988,72.08003311,Bridge
Fall and Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.12864191,72.05490522,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.11910605,72.045067,Bridge
Fall and Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.08741724,72.01285516,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.07336943,71.99845625,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.05658217,71.98150716,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.04378368,71.96850824,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,31.00500277,71.92921101,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.98157606,71.90309928,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.96172118,71.87954778,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.93175934,71.86319922,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.91440175,71.8560732,Bridge
Fall and Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.89235652,71.84695911,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.86721732,71.82816597,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.85302884,71.81590313,Bridge
DR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.84056892,71.80520097,Bridge
Fall and Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.82102812,71.78846362,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.77780669,71.75165793,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.74876155,71.7273717,Bridge
DR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.71311755,71.70260374,Bridge
Fall and Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.71243339,71.70223268,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.6912914,71.69252687,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.67778129,71.68622556,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.63211228,71.665219,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.61360753,71.64789342,Bridge
DR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.59376354,71.62747566,Bridge
Fall and Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.5649629,71.59954734,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.55345672,71.58998299,Bridge
Foot Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.54538101,71.58326401,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.53168945,71.56583818,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.52502946,71.55683964,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.51991101,71.5525704,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.50993828,71.54474984,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.50485919,71.53854901,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.50135764,71.5337636,Bridge
VR Bridge,Rangpur Canal,Trimmu Barrage,Haveli,Multan,30.4902758,71.52046258,Bridge
Head Regulator,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.51243052,70.84260601,Regulator
VR bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.50338477,70.77504516,Bridge
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.48636241,70.72371362,Bridge
DR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.48495595,70.72329318,Bridge
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.46842901,70.72222167,Bridge
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.45917545,70.72191885,Bridge
Aqueaduct,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.45691416,70.72185139,Other
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.43467049,70.71549734,Bridge
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.40716954,70.7155492,Bridge
Foot Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.39661103,70.71273284,Bridge
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.37941619,70.70302599,Bridge
Aqueduct,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.37397417,70.70208292,Aqueduct
Inlet,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.3696597,70.70256042,Inlet
Offtaking Shaheed Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.82529333,70.4505234,Disty
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.79972416,70.45640178,Bridge
Aqueaduct,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.23408273,70.62685536,Other
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.19202337,70.603452,Bridge
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.18687798,70.60042604,Bridge
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.22914177,70.62406717,Bridge
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.22430006,70.62138114,Bridge
Aqueduct,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.20281742,70.60927152,Aqueduct
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.13505243,70.58686098,Bridge
Aqueduct,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.12903248,70.58964153,Aqueduct
Minor Aqueduct,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.04312503,70.60827779,Minor
Sakhi Sarwar Road Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.01876977,70.6018649,Bridge
Aqueduct,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.99596035,70.56735039,Aqueduct
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.33051053,70.6513738,Bridge
Aqueduct,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.3273157,70.6468443,Aqueduct
Qabool Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.30412846,70.64191266,Disty
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.29857361,70.64120882,Bridge
Laghore Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.26644977,70.63985297,Disty
Inlet,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.26508005,70.63983058,Inlet
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.26422188,70.63930354,Bridge
Lower Hote Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.35591155,70.70276847,Disty
Fall and Bridge Malook Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.35577656,70.70171182,Bridge
Ghazi Disty Inlet,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.11396947,70.59695896,Disty
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.0998427,70.60317167,Bridge
Civil Station Disty Inlet,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.06998183,70.61538241,Disty
Rifle Range Disty Inlet,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.06167219,70.61345746,Disty
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.06052007,70.61275554,Bridge
Chandia Disty Inlet,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.01653007,70.60156326,Disty
Offtaking Fatehani Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.98948557,70.55131703,Disty
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.98957696,70.55063636,Bridge
Airport Road Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.94664984,70.51050848,Bridge
Aqueduct,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.91941392,70.50120184,Aqueduct
VR Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.89831449,70.49464986,Bridge
Laghari Disty offtaking,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.914855,70.50084579,Disty
Offtaking Choti Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.84978247,70.45682396,Disty
Choti Bala Road Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.837695,70.45266394,Bridge
Aqueduct,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.82921694,70.45102745,Aqueduct
Offtaking Ziarat Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.79780279,70.45834066,Disty
Offtaking Shah Wali Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.77670862,70.46476869,Disty
Offtaking Talpur Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.75804858,70.45766778,Disty
Offtaking Mian Wala Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.7554199,70.45727367,Disty
Fall and Bridge,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.75527188,70.4562596,Bridge
Offtaking Qaim Wala Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.93627761,70.50743341,Disty
Shaheena Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,29.75547563,70.45686031,Disty
Chabri Disty,DG Khan Canal,DG Khan,Muzaffargarh,DG Khan,30.15177869,70.58481594,Disty
Jaggu Head New Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.92790135,73.82937491,Bridge
OLd DT Road Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.89312169,73.76378168,Bridge
Upper Canal Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.89365742,73.76345917,Bridge
Railway Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.89504284,73.76498518,Bridge
Pipeline,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.88345911,73.75771114,Other
Gaddi Gura Rd Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.88054401,73.75254454,Bridge
Sohawa Dhangrot Rd Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.86824631,73.72693359,Bridge
District Rd Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.86469176,73.71345019,Bridge
District Rd Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.84865474,73.69008655,Bridge
Sardhoke Rd 2 Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.84017037,73.68000515,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.83350776,73.67169429,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.82357216,73.6666689,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.80534315,73.65233082,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.78770914,73.63706773,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.76591877,73.62499649,Bridge
off taking water course,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.57502684,72.7774936,Other
Fall Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.57365631,72.77529263,Fall Structure
outlet,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54827744,72.58271978,Outlet
Outlet,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54779353,72.58186935,Outlet
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54807048,72.58109185,Bridge
Branch Canal,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54056966,72.54206255,Branch Canal
Outlet Water Course,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.5404499,72.54049593,Outlet
Branch Canal,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.53984527,72.54057148,Branch Canal
DR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54004181,72.53999946,Bridge
Fall Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54037318,72.5349117,Fall Structure
Outlet,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54349086,72.52220602,Outlet
Outlet,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54841384,72.50095109,Outlet
Outlet,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54836269,72.49984835,Outlet
Fall Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54699289,72.49363906,Fall Structure
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.64446525,73.82929718,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.6317844,73.84816918,Bridge
Dinga - Gujrat Rd Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.62021564,73.85968332,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.59370627,73.87744078,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.58966121,73.89960711,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.58634423,73.92694583,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.57846275,73.9528,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.57545703,73.97121855,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.5716279,73.98900373,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.56936385,73.99266191,Bridge
Gijrat- Phalia Rd Saroki Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.54167734,74.00328109,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.53017445,74.00481392,Bridge
Kunjah Rd Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.51890504,74.00777939,Bridge
Spillway Power House Shadiwal,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.51266712,74.00983357,Other
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.51178417,74.0097392,Bridge
Hydel Power station Shadiwal,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.5108367,74.00991312,Other
Shadiwal Rd Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.49659766,74.0163312,Bridge
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.97283773,73.66554585,Bridge
"LBDC, Pull Mari Deen Salah",Lower Bari Doab Canal,Balloki,LBDC,Multan,30.94180559,73.65287872,Other
Railway Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.7027926,73.23212827,Bridge
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.69725666,73.22087857,Bridge
yousaf wala Rd Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.68758143,73.20116238,Bridge
off taking water Course,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.67845909,73.1787231,Other
offtaking Canal structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.67143366,73.1568939,Other
1L/16L Minor,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.42297027,72.24823442,Minor
Railway Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.67014809,73.15654456,Bridge
National Highway,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.66948987,73.15639842,Other
off taking 1L/6R Minor,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.6666523,73.13761986,Minor
Capt Usman Shaheed Flyover Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.66622216,73.13690831,Bridge
Jhall Rd Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.66603442,73.13642662,Bridge
Fall Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.66447008,73.1313873,Fall Structure
Pull Bazar Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.65881327,73.11099339,Bridge
Pakpattan Chowk Flyover,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.65843024,73.10975043,Other
Railway Rd Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.65561654,73.10059535,Bridge
Main City Rd Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.65414365,73.09547551,Bridge
Sahiwal Bypass Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.64751911,73.07211279,Bridge
Off taking Canal Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.64432366,73.06215065,Off Taking Canal
Fall Structure & Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.64322235,73.05712514,Fall Structure
Off Taking Water Course,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.63417656,73.0243314,Other
off taking water course,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.63677065,73.03354295,Other
Dadftina VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.56128334,72.74362445,Bridge
Toba Chichawatni Rd Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.5503441,72.6923301,Bridge
Offtaking Water Passage,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54674719,72.67557282,Other
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.54198305,72.64364835,Bridge
Jhaal Fall Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.542535,72.63817424,Fall Structure
Branch Canal,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.41491325,72.23105695,Branch Canal
Fall Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.41408073,72.22984389,Fall Structure
Aquaduct,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.4006777,72.19606617,Other
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.38618698,72.17639926,Bridge
National Highway  Bridge 5,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.38396587,72.17590933,Bridge
Railway Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.38351378,72.17582192,Bridge
1L/10R (Reli Minor),Lower Bari Doab Canal,Balloki,LBDC,Multan,30.37502646,72.17138826,Minor
Head Balloki Barrage Rd,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.22001665,73.86138184,Other
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.11059514,73.72773141,Bridge
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.0997845,73.71391941,Bridge
Rakh Distributroy,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.07633678,73.70378556,Other
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.07109579,73.70183034,Bridge
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.05305297,73.69480753,Bridge
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.9998593,73.68730353,Bridge
Outlet,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.99320886,73.68366602,Outlet
Fall structure Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.99324861,73.68313336,Fall Structure
pedestrian Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.91456046,73.62930483,Bridge
offtaking Distributory,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.896024,73.613762,Other
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.89589703,73.61305294,Bridge
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.88771853,73.60318519,Bridge
Renala Power Station,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.8828693,73.59815028,Other
Village Road Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.86081692,73.54869269,Bridge
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.84790024,73.52277909,Bridge
off taking Minor,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.8355236,73.49865433,Minor
Fall Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.83479415,73.49627466,Fall Structure
Pipe line,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.83159852,73.46899964,Pipe line
Bridge Over LBDC,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.83190149,73.45141882,Bridge
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.83177771,73.45124106,Bridge
water course,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.82999182,73.44287466,Other
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.82087158,73.42202791,Bridge
Akbar Road Bridge Fall Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.80976834,73.40839719,Fall Structure
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.78019835,73.37154573,Bridge
